Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Transmission_Type,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km)
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Automatic,PREMIUM GASOLINE,18.3,12.9,15.9,371
LEXUS,NX 200T AWD,SUV - SMALL,2.0,4,AS6,Automatic,PREMIUM GASOLINE,10.6,8.4,9.6,225
LEXUS,NX 200T AWD F SPORT,SUV - SMALL,2.0,4,AS6,Automatic,PREMIUM GASOLINE,10.8,8.8,9.9,231
LEXUS,NX 300H AWD,SUV - SMALL,2.5,4,AV6,Automatic,REGULAR GASOLINE,7.1,7.7,7.4,172
LEXUS,RC 200T,SUBCOMPACT,2.0,4,AS8,Automatic,PREMIUM GASOLINE,10.6,7.4,9.0,214
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Automatic,PREMIUM GASOLINE,12.6,9.2,11.1,258
LEXUS,RC 350,SUBCOMPACT,3.5,6,AS8,Automatic,PREMIUM GASOLINE,12.3,8.5,10.6,246
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Automatic,PREMIUM GASOLINE,12.6,9.2,11.1,258
LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Automatic,PREMIUM GASOLINE,15.2,9.5,12.6,289
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,Automatic,REGULAR GASOLINE,12.2,8.9,10.7,251
LEXUS,RX 450H AWD,SUV - STANDARD,3.5,6,AV6,Automatic,PREMIUM GASOLINE,7.7,8.2,8.0,186
LINCOLN,MKC AWD,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,12.4,9.0,10.9,256
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,Automatic,REGULAR GASOLINE,12.8,9.1,11.1,261
LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS6,Automatic,REGULAR GASOLINE,14.7,9.8,12.5,293
LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS6,Automatic,REGULAR GASOLINE,14.2,9.8,12.2,287
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,15.7,11.2,13.7,322
LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2.0,4,AS6,Automatic,REGULAR GASOLINE,13.1,9.4,11.4,268
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,Automatic,REGULAR GASOLINE,14.7,10.2,12.7,298
LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS6,Automatic,REGULAR GASOLINE,14.1,9.7,12.1,283
LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,Automatic,REGULAR GASOLINE,14.4,10.3,12.5,293
LINCOLN,MKZ,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.5,7.0,8.9,210
LINCOLN,MKZ,MID-SIZE,3.7,6,AS6,Automatic,REGULAR GASOLINE,12.8,8.7,10.9,257
LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,10.8,7.5,9.3,220
LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS6,Automatic,REGULAR GASOLINE,13.8,9.7,11.9,279
LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,AV,Automatic,REGULAR GASOLINE,5.7,6.0,5.8,136
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,16.2,11.9,14.3,334
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS6,Automatic,REGULAR GASOLINE,16.1,12.4,14.4,339
MASERATI,GHIBLI,MID-SIZE,3.0,6,AS8,Automatic,PREMIUM GASOLINE,14.1,9.8,12.2,286
MASERATI,GHIBLI S,MID-SIZE,3.0,6,AS8,Automatic,PREMIUM GASOLINE,14.5,10.0,12.5,293
MASERATI,GHIBLI SQ4,MID-SIZE,3.0,6,AS8,Automatic,PREMIUM GASOLINE,15.0,10.0,12.6,295
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Automatic,PREMIUM GASOLINE,18.2,11.4,15.1,357
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Automatic,PREMIUM GASOLINE,18.2,11.6,15.2,360
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Automatic,PREMIUM GASOLINE,16.2,11.0,14.0,322
MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6,AS8,Automatic,PREMIUM GASOLINE,15.2,10.2,12.9,300
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3.0,6,AS8,Automatic,PREMIUM GASOLINE,15.1,10.2,12.9,302
MAZDA,CX-3,COMPACT,2.0,4,AS6,Automatic,REGULAR GASOLINE,8.2,6.7,7.6,179
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,Automatic,REGULAR GASOLINE,8.8,7.3,8.1,189
MAZDA,CX-5,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.0,7.3,8.2,192
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,Automatic,REGULAR GASOLINE,8.9,7.1,8.1,190
MAZDA,CX-5 (SIL),SUV - SMALL,2.0,4,M6,Manual,REGULAR GASOLINE,9.0,6.8,8.0,188
MAZDA,CX-5 4WD,SUV - SMALL,2.0,4,AS6,Automatic,REGULAR GASOLINE,9.3,7.6,8.5,199
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,Automatic,REGULAR GASOLINE,9.8,7.9,9.0,210
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,Automatic,REGULAR GASOLINE,7.9,5.7,6.9,162
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M6,Manual,REGULAR GASOLINE,8.0,5.8,7.0,165
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,Automatic,REGULAR GASOLINE,8.4,6.1,7.4,173
MAZDA,MAZDA3 4-DOOR (I-ELOOP),COMPACT,2.5,4,AS6,Automatic,REGULAR GASOLINE,8.2,5.9,7.2,169
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,Manual,REGULAR GASOLINE,9.3,6.4,8.0,189
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS6,Automatic,REGULAR GASOLINE,8.0,5.9,7.0,165
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M6,Manual,REGULAR GASOLINE,8.2,5.9,7.1,167
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,Automatic,REGULAR GASOLINE,8.7,6.5,7.7,182
MAZDA,MAZDA3 5-DOOR (I-ELOOP),MID-SIZE,2.5,4,AS6,Automatic,REGULAR GASOLINE,8.2,6.0,7.2,170
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,Manual,REGULAR GASOLINE,9.2,6.6,8.1,190
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,Automatic,REGULAR GASOLINE,10.8,8.3,9.7,226
MAZDA,MAZDA5,MINIVAN,2.5,4,M6,Manual,REGULAR GASOLINE,11.1,8.3,9.8,229
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,Automatic,REGULAR GASOLINE,8.8,6.1,7.6,178
MAZDA,MAZDA6 (I-ELOOP),MID-SIZE,2.5,4,AS6,Automatic,REGULAR GASOLINE,8.5,5.9,7.3,171
MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M6,Manual,REGULAR GASOLINE,9.4,6.4,8.1,188
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Automatic,PREMIUM GASOLINE,8.9,6.5,7.8,183
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Manual,PREMIUM GASOLINE,8.8,6.9,7.8,183
MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8,AS7,Automatic,PREMIUM GASOLINE,13.4,9.6,11.7,268
MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8,AS7,Automatic,PREMIUM GASOLINE,13.4,9.6,11.7,268
MERCEDES-BENZ,AMG CLA 45,COMPACT,2.0,4,AS7,Automatic,PREMIUM GASOLINE,10.2,7.7,9.1,214
MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8,AS7,Automatic,PREMIUM GASOLINE,15.1,10.8,13.1,308
MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,5.5,8,AS7,Automatic,PREMIUM GASOLINE,15.3,10.8,13.3,310
MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Automatic,PREMIUM GASOLINE,15.2,11.0,13.3,310
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,AS7,Automatic,PREMIUM GASOLINE,20.0,16.6,18.5,417
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6.0,12,AS7,Automatic,PREMIUM GASOLINE,24.3,17.9,21.4,476
MERCEDES-BENZ,AMG GL 63 S,SUV - STANDARD,5.5,8,AS7,Automatic,PREMIUM GASOLINE,18.2,14.0,16.3,369
MERCEDES-BENZ,AMG GLA 45,SUV - SMALL,2.0,4,AS7,Automatic,PREMIUM GASOLINE,10.3,8.1,9.3,216
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS7,Automatic,PREMIUM GASOLINE,17.3,13.5,15.6,366
MERCEDES-BENZ,AMG GLE 63 S COUPE 4MATIC,SUV - STANDARD,5.5,8,AS7,Automatic,PREMIUM GASOLINE,17.2,12.8,15.2,363
MERCEDES-BENZ,AMG GT S,TWO-SEATER,4.0,8,AM7,Automatic,PREMIUM GASOLINE,14.5,10.8,12.8,303
MERCEDES-BENZ,AMG S 63,FULL-SIZE,5.5,8,AS7,Automatic,PREMIUM GASOLINE,15.7,10.1,13.2,313
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Automatic,PREMIUM GASOLINE,15.3,10.2,13.0,313
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12,AS7,Automatic,PREMIUM GASOLINE,18.5,11.8,15.5,361
MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6.0,12,AS7,Automatic,PREMIUM GASOLINE,18.0,11.3,15.0,355
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,AS7,Automatic,PREMIUM GASOLINE,14.7,9.5,12.4,298
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6.0,12,AS7,Automatic,PREMIUM GASOLINE,16.7,11.2,14.2,335
MERCEDES-BENZ,AMG SLK 55,TWO-SEATER,5.5,8,AS7,Automatic,PREMIUM GASOLINE,12.4,8.5,10.6,252
MERCEDES-BENZ,B 250,MID-SIZE,2.0,4,AS7,Automatic,PREMIUM GASOLINE,9.2,6.6,8.0,188
MERCEDES-BENZ,B 250 4MATIC,MID-SIZE,2.0,4,AS7,Automatic,PREMIUM GASOLINE,10.0,7.5,8.9,206
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4,AS7,Automatic,PREMIUM GASOLINE,10.1,7.8,9.0,212
MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,COMPACT,3.0,6,AS7,Automatic,PREMIUM GASOLINE,11.1,9.6,10.4,231
MERCEDES-BENZ,CLA 250,COMPACT,2.0,4,AS7,Automatic,PREMIUM GASOLINE,9.4,6.4,8.1,188
MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2.0,4,AS7,Automatic,PREMIUM GASOLINE,9.8,7.1,8.6,198
MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2.0,4,AS7,Automatic,ETHANOL,13.1,9.8,11.6,198
MERCEDES-BENZ,CLS 400 4MATIC,COMPACT,3.0,6,AS7,Automatic,PREMIUM GASOLINE,12.2,8.8,10.7,252
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Automatic,PREMIUM GASOLINE,13.7,9.3,11.7,277
MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,AS7,Automatic,DIESEL,8.6,6.0,7.4,200
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Automatic,PREMIUM GASOLINE,11.9,8.2,10.2,240
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,AS7,Automatic,PREMIUM GASOLINE,12.0,8.5,10.4,244
MERCEDES-BENZ,E 400 4MATIC COUPE,SUBCOMPACT,3.0,6,AS7,Automatic,PREMIUM GASOLINE,11.8,8.4,10.2,239
MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.0,6,AS7,Automatic,PREMIUM GASOLINE,12.4,8.9,10.8,253
MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.0,6,AS7,Automatic,PREMIUM GASOLINE,11.5,8.1,10.0,233
MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS7,Automatic,PREMIUM GASOLINE,12.9,9.6,11.4,270
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Automatic,PREMIUM GASOLINE,13.7,9.2,11.7,275
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Automatic,PREMIUM GASOLINE,13.4,8.9,11.4,268
MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,AS7,Automatic,PREMIUM GASOLINE,19.0,16.5,17.9,401
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3.0,6,AS7,Automatic,DIESEL,13.6,10.0,12.0,322
MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,3.0,6,AS7,Automatic,PREMIUM GASOLINE,15.2,12.6,14.0,298
MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Automatic,PREMIUM GASOLINE,17.5,13.1,15.5,365
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,AS7,Automatic,PREMIUM GASOLINE,9.8,7.4,8.7,203
MERCEDES-BENZ,GLE 350D 4MATIC,SUV - STANDARD,3.0,6,A9,Automatic,DIESEL,10.1,8.0,9.2,246
MERCEDES-BENZ,GLE 350D 4MATIC COUPE,SUV - STANDARD,3.0,6,A9,Automatic,DIESEL,10.4,8.2,9.4,253
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,AS7,Automatic,PREMIUM GASOLINE,13.3,10.4,12.0,282
MERCEDES-BENZ,GLE 450 AMG SPORT 4MATIC COUPE,SUV - STANDARD,3.0,6,A9,Automatic,PREMIUM GASOLINE,13.6,10.2,12.0,281
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Automatic,PREMIUM GASOLINE,16.2,11.8,14.2,335
MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6.0,12,AS7,Automatic,PREMIUM GASOLINE,18.2,11.7,15.3,359
MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4,AS7,Automatic,PREMIUM GASOLINE,10.8,9.5,10.2,233
MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2.0,4,AS7,Automatic,PREMIUM GASOLINE,11.5,10.2,10.9,248
MERCEDES-BENZ,S 400 4MATIC SWB,MID-SIZE,3.0,6,AS7,Automatic,PREMIUM GASOLINE,12.6,8.6,10.8,253
MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,AS7,Automatic,PREMIUM GASOLINE,14.7,9.1,12.2,294
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Automatic,PREMIUM GASOLINE,14.8,9.8,12.5,287
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,AS7,Automatic,PREMIUM GASOLINE,14.4,9.8,12.3,289
MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,AS7,Automatic,PREMIUM GASOLINE,17.3,11.0,14.5,340
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,AS7,Automatic,PREMIUM GASOLINE,14.6,9.6,12.3,289
MERCEDES-BENZ,SLK 300,TWO-SEATER,2.0,4,A9,Automatic,PREMIUM GASOLINE,9.6,7.3,8.5,199
MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS7,Automatic,PREMIUM GASOLINE,11.1,8.1,9.8,229
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AS6,Automatic,PREMIUM GASOLINE,8.7,6.6,7.7,181
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M6,Manual,PREMIUM GASOLINE,8.4,6.0,7.3,172
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS6,Automatic,PREMIUM GASOLINE,8.7,6.6,7.7,181
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M6,Manual,PREMIUM GASOLINE,8.2,6.0,7.2,170
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,AS6,Automatic,PREMIUM GASOLINE,9.4,7.0,8.3,195
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,M6,Manual,PREMIUM GASOLINE,9.5,6.6,8.2,194
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,AS6,Automatic,PREMIUM GASOLINE,8.7,6.6,7.7,181
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,M6,Manual,PREMIUM GASOLINE,8.2,6.0,7.2,170
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,AS6,Automatic,PREMIUM GASOLINE,9.2,7.0,8.2,193
MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,M6,Manual,PREMIUM GASOLINE,10.0,7.0,8.7,203
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,AS6,Automatic,PREMIUM GASOLINE,9.2,7.0,8.2,193
MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,M6,Manual,PREMIUM GASOLINE,10.0,7.0,8.7,203
MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,AS6,Automatic,PREMIUM GASOLINE,9.7,7.0,8.5,198
MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,M6,Manual,PREMIUM GASOLINE,10.6,7.4,9.2,215
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,AS6,Automatic,PREMIUM GASOLINE,9.7,7.0,8.5,198
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,M6,Manual,PREMIUM GASOLINE,10.0,7.0,8.7,203
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,AS6,Automatic,PREMIUM GASOLINE,10.1,7.7,9.0,212
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Manual,PREMIUM GASOLINE,9.4,7.6,8.6,201
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,AS6,Automatic,PREMIUM GASOLINE,10.1,7.7,9.0,212
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Manual,PREMIUM GASOLINE,9.4,7.6,8.6,201
MINI,JOHN COOPER WORKS,SUBCOMPACT,2.0,4,AS6,Automatic,PREMIUM GASOLINE,9.4,7.5,8.5,199
MINI,JOHN COOPER WORKS,SUBCOMPACT,2.0,4,M6,Manual,PREMIUM GASOLINE,10.4,7.7,9.2,214
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,AS6,Automatic,PREMIUM GASOLINE,10.1,7.7,9.0,212
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Manual,PREMIUM GASOLINE,9.4,7.6,8.6,201
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,AS6,Automatic,PREMIUM GASOLINE,10.1,7.7,9.0,212
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,1.6,4,M6,Manual,PREMIUM GASOLINE,9.4,7.6,8.6,201
MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,Automatic,REGULAR GASOLINE,8.6,6.8,7.8,181
MITSUBISHI,LANCER,COMPACT,2.0,4,M5,Manual,REGULAR GASOLINE,9.6,7.0,8.4,198
MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,Automatic,REGULAR GASOLINE,9.8,7.6,8.8,204
MITSUBISHI,LANCER,COMPACT,2.4,4,M5,Manual,REGULAR GASOLINE,10.5,7.7,9.2,217
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,Automatic,REGULAR GASOLINE,10.2,7.8,9.1,210
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,Automatic,REGULAR GASOLINE,9.2,7.1,8.3,191
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,Manual,REGULAR GASOLINE,9.9,7.2,8.7,203
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,Automatic,REGULAR GASOLINE,6.4,5.3,5.9,139
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,Manual,REGULAR GASOLINE,7.0,5.6,6.3,147
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,Automatic,REGULAR GASOLINE,9.2,7.5,8.4,193
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,Automatic,REGULAR GASOLINE,9.7,8.1,9.0,207
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Automatic,PREMIUM GASOLINE,11.9,8.5,10.4,238
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,Automatic,REGULAR GASOLINE,9.6,7.6,8.7,202
MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,Manual,REGULAR GASOLINE,10.3,8.0,9.3,214
MITSUBISHI,RVR 4WD,SUV - SMALL,2.4,4,AV6,Automatic,REGULAR GASOLINE,10.5,8.6,9.6,223
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Automatic,PREMIUM GASOLINE,12.6,9.2,11.1,260
NISSAN,370Z,TWO-SEATER,3.7,6,M6,Manual,PREMIUM GASOLINE,13.3,9.3,11.5,269
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Automatic,PREMIUM GASOLINE,13.1,9.6,11.5,270
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,M6,Manual,PREMIUM GASOLINE,13.6,9.7,11.8,278
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,Automatic,REGULAR GASOLINE,8.7,6.0,7.5,176
NISSAN,ALTIMA 3.5,MID-SIZE,3.5,6,AV7,Automatic,REGULAR GASOLINE,10.3,7.4,9.0,212
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,Automatic,REGULAR GASOLINE,8.9,6.3,7.7,181
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,Automatic,REGULAR GASOLINE,13.6,10.4,12.1,285
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,Manual,REGULAR GASOLINE,12.2,10.2,11.3,266
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,Automatic,REGULAR GASOLINE,14.8,10.3,12.7,300
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,Automatic,REGULAR GASOLINE,15.7,11.3,13.7,322
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,Manual,REGULAR GASOLINE,15.0,11.2,13.3,313
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Automatic,PREMIUM GASOLINE,14.3,10.5,12.6,294
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,Automatic,PREMIUM GASOLINE,8.5,7.2,7.9,186
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Manual,PREMIUM GASOLINE,8.5,6.9,7.8,183
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,Automatic,PREMIUM GASOLINE,8.8,7.5,8.2,194
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M6,Manual,PREMIUM GASOLINE,8.9,7.5,8.3,194
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Automatic,PREMIUM GASOLINE,9.4,8.1,8.8,208
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Automatic,PREMIUM GASOLINE,10.9,7.8,9.5,223
NISSAN,MICRA,COMPACT,1.6,4,A4,Automatic,REGULAR GASOLINE,8.8,6.6,7.8,184
NISSAN,MICRA,COMPACT,1.6,4,M5,Manual,REGULAR GASOLINE,8.6,6.6,7.7,182
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,Automatic,REGULAR GASOLINE,11.0,8.2,9.8,230
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,Automatic,REGULAR GASOLINE,11.2,8.3,9.9,232
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,Automatic,REGULAR GASOLINE,9.7,9.0,9.4,220
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,Automatic,REGULAR GASOLINE,11.9,8.6,10.4,245
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,Automatic,REGULAR GASOLINE,12.1,8.9,10.7,251
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,Automatic,REGULAR GASOLINE,12.7,9.0,11.0,258
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,Automatic,REGULAR GASOLINE,9.1,7.1,8.2,194
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,Automatic,REGULAR GASOLINE,9.5,7.4,8.6,201
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,Automatic,REGULAR GASOLINE,8.0,6.1,7.2,167
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,Manual,REGULAR GASOLINE,8.9,6.6,7.9,184
NISSAN,VERSA,MID-SIZE,1.6,4,AV,Automatic,REGULAR GASOLINE,7.5,6.0,6.8,161
NISSAN,VERSA,MID-SIZE,1.6,4,M5,Manual,REGULAR GASOLINE,8.6,6.5,7.6,179
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,AM7,Automatic,PREMIUM GASOLINE,11.6,8.4,10.1,238
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6,M7,Manual,PREMIUM GASOLINE,12.3,8.6,10.6,249
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,AM7,Automatic,PREMIUM GASOLINE,11.5,8.4,10.1,236
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Manual,PREMIUM GASOLINE,12.3,8.7,10.7,251
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,12.7,9.0,11.0,259
PORSCHE,911 CARRERA GTS,MINICOMPACT,3.8,6,M7,Manual,PREMIUM GASOLINE,12.9,9.0,11.2,262
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,12.7,9.2,11.1,260
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,M7,Manual,PREMIUM GASOLINE,13.4,9.3,11.6,272
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Automatic,PREMIUM GASOLINE,11.9,8.7,10.5,245
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Manual,PREMIUM GASOLINE,12.4,8.7,10.7,252
